,mean_nsfw_train,mean_nsfw_val,std_nsfw_train,std_nsfw_val
n02098286,0.039723007599216174,0.03264658187582881,0.12576480245079166,0.08146487988307852
n03887697,0.07397563437238056,0.024085912387778307,0.17335868387684278,0.06691045778977472
n03218198,0.015465513898134435,0.025062689398073417,0.051665031758671626,0.05958229561586887
n04005630,0.03702853838340964,0.05112773029226446,0.10789442206792305,0.15634736286104597
n02094114,0.036026733525661755,0.040101012624166966,0.10937459931700484,0.1278038878261265
n04485082,0.04601393611969304,0.039698164331330194,0.13074792095259472,0.08526042834223894
n02087046,0.0726168302937874,0.08369901859649871,0.16019885371444043,0.19568267389081798
n02112137,0.04244618646945511,0.037107183283924317,0.11747983319353625,0.11230215230600539
n01518878,0.019518933889471717,0.020044678167323582,0.07340867957778498,0.0343895769301794
n02808440,0.15713565422361972,0.2242019313378205,0.2769280155042125,0.3044352524319386
n09256479,0.0061256559815829476,0.00687662659443049,0.03221860997246242,0.01723732183401472
n02137549,0.02002734403353377,0.012857391829902554,0.07764890023944447,0.021686126820695466
n10148035,0.13190339327032147,0.1546112552843306,0.20884812554362187,0.2270734205196642
n01986214,0.08593021194711162,0.06215370817001713,0.21309959873860254,0.1511783768741353
n04344873,0.05159865585334048,0.11874791955269756,0.14402608157098423,0.23308236177635766
n03633091,0.07330429497754942,0.04627233262090158,0.17735253113189256,0.10779657499754819
n02206856,0.045938206451355906,0.059601934190868636,0.12050436080607427,0.16859081713601587
n12985857,0.020075126674997057,0.020575659498172173,0.07939653579671282,0.0858815246786577
n04141975,0.03336555734158584,0.04733896089346715,0.10997514119996253,0.09055660477546558
n02093256,0.07650877580563675,0.1088883196551069,0.16635284975743433,0.1654399062493201
n01773549,0.01167133977954381,0.018589540491138905,0.05149483003415937,0.05672963056446253
n03599486,0.04825219560132904,0.04387565091137731,0.12468821928987868,0.1257431895776284
n01855672,0.039700627987511616,0.04530868264064338,0.10458940111337331,0.0906672447323616
n04254680,0.17828240551682475,0.10395944539030666,0.27773424759641296,0.22475965796636527
n02992529,0.07383392654343805,0.016720338986130585,0.19016936368437715,0.04483133040476896
n03207941,0.0570322689491827,0.0844718295827428,0.14522148731731874,0.21057301046553678
n01984695,0.020197504330704177,0.022511278282217974,0.08972162956254592,0.07528471350056601
n09835506,0.16288187062735732,0.1931547364150174,0.23004124754375718,0.26448506740303296
n03127747,0.04307759133687044,0.018288526082647538,0.1272076967143695,0.06156450482357259
n07579787,0.0230637138702332,0.02645251021139302,0.0876905803469374,0.09862002969135
n02104365,0.06733277747434709,0.060594450701537426,0.15246448598990983,0.15210084882700475
n02088094,0.06217385028985037,0.060781716658893856,0.12559856584129886,0.06809950528903798
n02108422,0.12210432673670346,0.1673477294780787,0.21959529086805687,0.2605090102741998
n02514041,0.06803234630819696,0.07552992457931396,0.14674903254551125,0.15256538431321037
n03814906,0.08006172536492327,0.049781968397376204,0.21053100800128596,0.17372940505296014
n07711569,0.02498065342290428,0.034971775448258885,0.08292879660552313,0.12193314553314516
n01873310,0.020432050156950234,0.024422714106185593,0.083338082677297,0.1261699774939349
n02974003,0.01205222972105359,0.008326190969658,0.05317151653212836,0.01720722822651627
n02017213,0.049448078529367195,0.03148171594060841,0.1249585153402564,0.06201857901765164
n03947888,0.006506912741499704,0.004101390366831765,0.03925034253288153,0.006784405606297059
n04423845,0.03337552079413094,0.09424694400287109,0.12010455488694868,0.1967824885267811
n06359193,0.019872665153309422,0.020113233226197735,0.04351464733748609,0.025591572316295063
n06596364,0.1337151677648495,0.06383084697895355,0.20214541073187875,0.1176677114517516
n02281787,0.015814900473781573,0.03694090256701202,0.060694903302333625,0.1635501901465065
n02930766,0.017902071386446387,0.03121079673837812,0.06489570939442232,0.10942339529738526
n03534580,0.16105671757819948,0.13568335438161738,0.2523508685349728,0.23502113061917496
n02100236,0.03542839327866561,0.03754398722328915,0.10479408376280305,0.07992667267015258
n04209133,0.13021581212955194,0.15246006022489383,0.23724155614169296,0.26908703888468016
n02092002,0.03580088858813542,0.028421194121365262,0.09770742955049387,0.056639501243135056
n03843555,0.009338783206336347,0.0201994592647128,0.048969327971736996,0.06027720170252887
n04409515,0.05798818582259078,0.07377479826895353,0.15927871894699142,0.17942331133875344
n01498041,0.05624340143415019,0.04568651702145587,0.1586252883655545,0.1163551710049733
n01740131,0.04868515522726972,0.06642833903722249,0.1540879711423871,0.18446222314320296
n03062245,0.028175377944094422,0.038379516550371875,0.11065077153129085,0.13455759803624037
n04179913,0.04728756836170352,0.044336963632740665,0.12415768295526351,0.07878803423301237
n02093859,0.026571367892589202,0.01976141237465072,0.0802981135744014,0.0333526581841102
n02606052,0.009921404165507826,0.03283498031882118,0.04582749156778727,0.08657728804678204
n04350905,0.07591912053520618,0.16173499478210943,0.15972024427789874,0.29976810954279004
n02086079,0.05232404108027023,0.0472060065079495,0.13107642540856346,0.09069358561906765
n04458633,0.0386407412237102,0.024058305468133766,0.0919071641843925,0.044166847493803764
n02417914,0.01825209380086675,0.040173785146107546,0.06350084105401675,0.13753449689714986
n03776460,0.0051405622785094356,0.019146544916320635,0.03549156635318411,0.10341472752080415
n02013706,0.009314656232574346,0.024014764600578928,0.036797836331448154,0.09749009942159992
n01697457,0.012201502182289145,0.019695846284485015,0.0439110978830157,0.05444385632768149
n01692333,0.014213455878533326,0.023111867554616763,0.05946879707381452,0.07156069328531892
n02095570,0.02966460201500555,0.03716180664461717,0.10209700795103394,0.11640773722589841
n01667778,0.028525470557866688,0.004201051519567045,0.11241406890420798,0.007265782325564952
n04067472,0.05351743708067132,0.079658085197525,0.1518277991095,0.17344434519865715
n13037406,0.0257327155766125,0.014192934442226033,0.08889220188600397,0.03800089021489977
n03630383,0.08516834744410781,0.11416253836210671,0.1656704736777791,0.196863180221997
n03196217,0.018703366596124423,0.011487237063506654,0.07071103467121198,0.020412652441753137
n07760859,0.03185006664637636,0.013823724825564314,0.09827712269382348,0.037242729008226005
n03179701,0.04091715439566067,0.03733239579887595,0.11479282063974962,0.09386462335275196
n03935335,0.0983274214453582,0.11889552442817149,0.2009278863237196,0.22529668342230819
n03908618,0.02217936464918875,0.03232737058651765,0.071287426560726,0.09293004531563749
n03785016,0.04633104316432473,0.07714811673376971,0.11315695534611046,0.1826444694258816
n01693334,0.046457922264771086,0.03291688997903975,0.12590392406829154,0.12032512490690525
n07693725,0.053619311264581464,0.041880899967418374,0.1533995316524616,0.12938671737604787
n03530642,0.025510307629666242,0.03406880532224818,0.08639159291439398,0.1243288778499217
n02328150,0.05932951325716361,0.11886466061983811,0.14932965454258215,0.23922834729652173
n02092339,0.13584951011210444,0.162741667745795,0.22733348527570194,0.237303410199694
n03485407,0.022693657408576276,0.0689326616087309,0.09752924356010174,0.18201110337302578
n04004767,0.02240670621334058,0.02541666574796132,0.08045213281644419,0.07796033436270883
n02109961,0.047608637513972416,0.066223846179455,0.12386734409973801,0.13688233397833133
n01735189,0.04061602585720337,0.058920110792241756,0.1411859842718729,0.1981187701564174
n02437312,0.06577346575586637,0.1156750459239629,0.13611765094685682,0.18403143602746852
n02129165,0.024583890384553688,0.0067882916342705355,0.07471975342204663,0.012686958612144568
n04153751,0.02635793428818996,0.0015935685800110377,0.09956634997385595,0.0031222857642430706
n03884397,0.05897780376303186,0.04500474393036434,0.15098733801286476,0.10433829162668419
n02056570,0.14209393558361316,0.1344468598151434,0.24052110407242913,0.2508988114078469
n02480495,0.047907471552015427,0.019057194429578886,0.10294521892786705,0.030054514581654805
n02128385,0.00787757887511489,0.003682644373678201,0.045190709556408436,0.010328456962611171
n07875152,0.013888432415379145,0.020642079946793502,0.057617514138584576,0.07585787403169901
n04069434,0.03284373359025344,0.07164483817937593,0.113976575437099,0.17959848186954983
n02655020,0.011653274114456462,0.03055157792986165,0.058970808352820876,0.1258137886752352
n02442845,0.01808548370297555,0.012048021731316113,0.07533430063176233,0.03394596302634182
n04286575,0.01875414475537117,0.039221175513106346,0.08126114593321454,0.12045201056881782
n03950228,0.04422661831497252,0.057974869070624206,0.13495472212606144,0.17549097643463596
n03692522,0.05408020842129489,0.09471624667280139,0.1665449712323144,0.21939871800731695
n01860187,0.021963578884240966,0.009202047199942172,0.07335108325988819,0.01633423901503668
n02219486,0.0416324028064318,0.0677799443258084,0.12075936038268197,0.19541413812384284
n01592084,0.07763696716523966,0.03693982445729489,0.17631458836346056,0.06564495428996307
n02939185,0.042131368895429545,0.07830541155286483,0.12302852188393526,0.18674424776238321
n02361337,0.008993291396947361,0.015036338355293992,0.03570271910417875,0.04873015124201277
n13040303,0.02021717024873889,0.039471508510307556,0.07259810638115952,0.126300930925916
n03661043,0.05072161647963001,0.03270972165788408,0.12461269993366882,0.055264486187834354
n09468604,0.007653634889861886,0.004539804135010855,0.04050481396852949,0.006825164133823736
n02051845,0.04494575532230312,0.045885955389003356,0.11584325060294563,0.11586443679629878
n04370456,0.08350251438020008,0.12983480543769474,0.17797100693652326,0.19999992613634984
n02415577,0.02557256790640117,0.03551682968318005,0.08240395861049336,0.07561801088864475
n03459775,0.02483142477737161,0.020000939219207793,0.09069682944983093,0.0526670902502438
n01687978,0.030046241148951443,0.019717293375410918,0.09437990543487028,0.048762574069196964
n03804744,0.03955183723091014,0.03763357274377995,0.1339923361040679,0.13224287940997922
n01514859,0.01799004693488629,0.024790573072823462,0.0662589789031088,0.09462653068579399
n03742115,0.021311317073988166,0.026906521815532186,0.07324661711559056,0.08758492920401778
n02099712,0.06817422361536078,0.07763503889595995,0.1599744663484701,0.14234082163635983
n02027492,0.02888628865717636,0.05064800228816239,0.11828029502461097,0.1787907232564695
n03775071,0.07904552744941666,0.08112151746422364,0.177212161986803,0.15925086388116472
n03544143,0.0814315925816916,0.030257690411876502,0.1932079562570893,0.10747993362356985
n03873416,0.13107524647745392,0.06224835115441238,0.23567194358295726,0.16326385719346426
n01704323,0.04043509360185808,0.06828646426514752,0.10996587024947765,0.16091863199556206
n04355933,0.16541666327739554,0.13866793318861256,0.2774778585769336,0.2422013084679775
n01843383,0.08284093955362612,0.11210976149028283,0.16333623386324955,0.17941125148397868
n02280649,0.035953412025518404,0.025762318897955085,0.11169950509237728,0.04874682963542918
n02699494,0.01126421576829544,0.008824812403036049,0.03494033851101679,0.01054515408884401
n02231487,0.09275058983434296,0.06195494319537829,0.2080516836079701,0.1394217038501467
n03127925,0.02424476305346126,0.036897070564683644,0.09255499051613147,0.07494996260592503
n02951585,0.0349073984084587,0.019745384520911725,0.12423115726572669,0.05800927500285589
n03598930,0.07501169006909106,0.05092293419078487,0.1671252218524943,0.10982198272940516
n03297495,0.02035853435466698,0.0017546312167488675,0.08345296159934308,0.0037430972850924582
n04041544,0.011295598533360169,0.010220096585871943,0.05510722133316563,0.026439733053790188
n04328186,0.023721169192808575,0.036746540227479925,0.09426797914582094,0.13086326616370744
n01737021,0.020080345830365855,0.009354946357991594,0.08247381819522846,0.015857698241684128
n03141823,0.1377126846210201,0.04894751828494009,0.24038705367588853,0.09890498574331077
n03018349,0.018230704359704458,0.015144027746169969,0.05539179058708174,0.029505177629651207
n02107908,0.06984949773686247,0.08888010329348617,0.14547496700705354,0.20044634056067764
n04154565,0.05596545668092172,0.09702598974537523,0.14982870996283673,0.19352975472102216
n04146614,0.019146080514135643,0.02044564544899913,0.06797799336187577,0.06443118188408327
n01945685,0.05758391415515042,0.07127700779579754,0.15041945409722218,0.16524162491714472
n02099849,0.09040307895425136,0.14190538120972632,0.17552477449342913,0.2305575291070584
n02787622,0.10164706005715468,0.15500966970066657,0.1960223303394925,0.22294885994291933
n02108551,0.04102663101684683,0.03308551695856295,0.10516381639450333,0.06426196618939366
n04525038,0.09815159274357066,0.06686597603492488,0.20027092847047567,0.15742439566458322
n02640242,0.045267395656607944,0.032794707527591525,0.11526609657469243,0.07334573047621236
n04090263,0.07448378734167119,0.06110130225454668,0.1782879580726614,0.1393034901421799
n01695060,0.01966672359214674,0.03361684719993718,0.05164016294311993,0.08949808563978197
n01981276,0.03437237590579959,0.03620353339368194,0.0960078509675274,0.11226145112695747
n03924679,0.02440078518764861,0.014387628492858582,0.08814803337730219,0.024278010741642205
n03485794,0.03879606371385642,0.041271073771458756,0.11472601951637557,0.11647960080792032
n02667093,0.05778673102594349,0.07270792184815945,0.12223034444600603,0.10637455654950198
n03976657,0.1080113090313694,0.06693393237535133,0.24841451400243741,0.21500535850830954
n01917289,0.01159735704219359,0.008907282774562191,0.05463013970328403,0.01126491792293389
n03223299,0.024067608411651443,0.04397389541605037,0.09245235970409409,0.15247688021836187
n03527444,0.057999898753946254,0.0739715800191334,0.14175323704454243,0.16294183777354468
n04604644,0.0159319290298397,0.010091194104195438,0.06840301991761871,0.019029258635076384
n03983396,0.035489219710470324,0.04123242147976271,0.09932763415504113,0.1357430474734838
n07697537,0.08990189826311498,0.1117568919698806,0.18190105155951553,0.20814453070510344
n02481823,0.03618768279224681,0.019978982059747068,0.0981296002659016,0.07918913995633735
n03016953,0.005095371939400321,0.026521369500738103,0.033489179172643664,0.09816338687978333
n03891251,0.04584420392497755,0.08187327607280168,0.1366423800618378,0.1850632932096547
n02747177,0.022095329782456787,0.038208202566584075,0.07635321182964482,0.08904446974521374
n03982430,0.054410259458467204,0.07811719840984097,0.1488933975103112,0.19695548868106783
n04317175,0.11296515956535912,0.15907081202823292,0.223399038347561,0.250577917843305
n02892767,0.6102334065168428,0.5251280380235311,0.41427369947410336,0.4029574952162808
n04482393,0.0763706131682671,0.09549894224455784,0.17449456286853238,0.18859693170903732
n07684084,0.05471381155236967,0.0862395176001155,0.1410454654992656,0.20551918086889334
n03777754,0.015937660678494087,0.02870482118553639,0.07034902102105814,0.0942345322079871
n02790996,0.16547408668014324,0.11779935276405638,0.24933688159290188,0.21534989753323505
