wordnet_id,n_faces_raw_audit,n_faceswithages_audit,n_train_audit,mean_age_audit,std_age_audit,skew_age_audit,n_faceswithages_audit_2,n_train_audit_2,mean_gender_audit,std_gender_audit,skew_gender_audit
n01614925,1960,15,1300,34.88302645119141,10.944474019384263,0.40205934902800244,15,1300,0.541336572853227,0.3953273776941334,-0.09928575837425722
n01616318,1835,19,1300,35.74541198376704,14.118404832684131,-0.03297739699211194,19,1300,0.658646597919103,0.3892503563980023,-0.7357283873417848
n01622779,1954,56,1300,41.82399824465009,11.674635301870355,-0.11638896845101077,56,1300,0.833119357104546,0.2649732352381193,-2.069287843317495
n01629819,3416,3,1300,49.02657275077598,8.030056832152079,-0.2295789665049183,3,1300,0.7618860205014544,0.2837818530219045,-0.615171717295346
n01630670,2557,2,1300,46.21355722822864,1.1038107222566396,0.0,2,1300,0.958172410726547,0.03807676949704559,6.162449262306638e-15
n01631663,2953,6,1300,26.77755238262704,11.050755394023616,0.3215258839983216,6,1300,0.5060690318544702,0.3155821852798967,0.38280200247170315
n01632458,2707,17,1300,30.142602061619453,13.160144348951121,0.19212131134289748,17,1300,0.5849021124543947,0.44040461212214765,-0.3434786743826559
n01632777,4370,3,1300,22.81535654897804,8.612961209063819,0.28638927030327604,3,1300,0.6436336636543267,0.31207387147509913,-0.37079036377826763
n01641577,2154,3,1300,18.30065005990311,3.2812524458794683,-0.42929862569746746,3,1300,0.039233263581990675,0.007692669998491325,-0.7068112694571079
n01644373,2115,4,1300,30.70722588308782,6.740073251389128,1.1342373198876141,4,1300,0.5268026981502768,0.5200730816488435,-0.016507593263982843
n01644900,3305,8,1300,29.347148616207697,12.109141866789736,0.9885276244797673,8,1300,0.5695434473454949,0.3618839230874153,-0.2905821406229026
n01664065,3551,18,1300,32.89229895948704,13.209114385176607,1.2542343745863807,18,1300,0.8282296119464765,0.24739297420353537,-1.5573053543761093
n01665541,1705,54,1300,30.85130016153405,12.4938945884512,0.3906653849298925,54,1300,0.7051689082808374,0.3821798030591686,-0.8479969313908584
n01667114,3348,8,1300,33.77627360742392,10.037821890018556,1.5598335939854575,8,1300,0.6339116981253026,0.3213370994099623,-0.6714553226406967
n01667778,3111,21,1300,27.52433394593491,7.407467171610423,-0.07782771871478032,21,1300,0.7770981244920262,0.3496927529717698,-1.4020105371383034
n01669191,3440,14,1300,36.96857055761721,14.604391301042527,0.18523205992348676,14,1300,0.37898975677256036,0.32753547464631355,0.6500547542921453
n01675722,3842,5,1300,39.14493376109773,13.223454976625948,0.5470367923332126,5,1300,0.8395101070404047,0.13960809445946054,-0.7516154871342496
n01677366,2301,30,1300,30.549946942702544,10.589817223921646,0.2134153451313163,30,1300,0.7081194856048868,0.37953722557467434,-0.8809989028996952
n01682714,1593,3,1300,32.60399360293908,17.08133706687126,0.3622086715937352,3,1300,0.572664640843868,0.4743616612634039,-0.4791579916572202
n01685808,4481,4,1300,30.121945885112865,4.651381524795171,0.7720106409750404,4,1300,0.6898662671446796,0.35939997385536576,-1.1075467927971823
n01687978,2344,3,1300,31.655760061257826,10.634272471938758,0.43733399069929324,3,1300,0.21202471355597133,0.07115991151856105,-0.44642369074104266
n01688243,1568,20,1117,31.187270484032474,12.451703488954225,-0.09065748132002376,20,1117,0.7603661997243758,0.2993982369194515,-1.0321538960820238
n01689811,2787,4,1300,22.448645758135207,5.827566906815396,-0.06611095796203875,4,1300,0.3686771364882583,0.4508568325320317,0.678629703865317
n01692333,4787,15,1300,33.684465914614876,10.81957080638975,0.13674471176850597,15,1300,0.8145641257365542,0.3353176593333272,-1.8915489549526214
n01693334,2129,3,1300,21.051883250911487,7.91851116051432,0.6981854326651742,3,1300,0.6304428627093631,0.5199595727542845,-0.6714749567619319
n01694178,2995,6,1300,34.40081064593534,10.773348224880989,1.079866176013911,6,1300,0.6802646342354511,0.40796512406409274,-0.8082688467401065
n01695060,2144,7,1300,27.424921579251393,16.315916036450858,0.6556764765444255,7,1300,0.4982698317617173,0.42360764708714127,0.0858851237471395
n01697457,1775,11,1300,35.27058847128538,12.36484510319983,0.664507140601314,11,1300,0.7287133872847661,0.4405985649102559,-1.0221697356705555
n01698640,1537,36,1300,28.465551473145595,10.46333659996956,0.5054246708523809,36,1300,0.5456554805859919,0.43553113334569765,-0.15676127193706552
n01704323,2534,65,1266,27.536618405295073,10.877738984514007,0.6562738400749767,65,1266,0.617052692167747,0.40491241304422265,-0.46428114067914
n01728572,3306,13,1300,27.06166659205199,9.31419006709468,-0.48236956693869093,13,1300,0.6636399314380605,0.3693869778578343,-0.7006699742746682
n01728920,3725,15,1300,34.55265552655637,10.498417982482588,0.5128183574931253,15,1300,0.6925682123129564,0.3597112856067967,-0.9754247271920345
n01729322,4826,12,1300,36.42177726152623,10.196660780529166,-0.03491650130556882,12,1300,0.7080036898454026,0.38825826507334477,-0.9406654605647876
n01729977,2484,8,1300,36.91860802959703,13.50953073175722,0.5833170477236803,8,1300,0.7056912463158365,0.3645786604441365,-0.7253323111035359
n01734418,9613,23,1300,34.53399780285978,14.01584591662987,0.44188221903875885,23,1300,0.6392902275952307,0.36701810425128817,-0.6276058596813551
n01735189,4137,7,1300,31.35373494677008,9.433651980643106,1.3905511628320135,7,1300,0.7828952116625644,0.20947627653742132,-0.6317109207017856
n01737021,1974,4,1300,26.820383844112193,7.831008336457703,0.8404541938753797,4,1300,0.9860447496175764,0.01792363261491949,-0.9100619719172597
n01739381,2241,31,1300,30.255622657525844,5.089499138038041,0.0012427528385114538,31,1300,0.8592833528865967,0.2616419800762117,-2.405889088773062
n01740131,4241,47,1300,29.23700041361831,11.82346702024435,0.6166820215714517,47,1300,0.6624673514483256,0.41692509806956285,-0.6327149504747306
n01742172,3920,139,1300,29.067123966246193,10.392093668098479,0.7139067072309395,139,1300,0.5697651314649647,0.4226204123753962,-0.25439703311751266
n01744401,2559,52,1071,30.989351415550807,9.930990134019439,0.3385660875373692,52,1071,0.7912134636515892,0.34535649881838,-1.3592438849995898
n01748264,2123,86,1300,32.890355338249364,11.757787192409172,0.3585564069040811,86,1300,0.8248619951502698,0.3069020851299368,-1.685404687056865
n01749939,2588,19,1300,34.214410593800324,12.129782955368032,1.6848773694154182,19,1300,0.7219245710753294,0.4030458444880996,-1.0012638062567722
n01751748,2636,10,1300,33.17872572877652,9.489412610434238,1.4392229425720513,10,1300,0.7688406422734255,0.34361580045441753,-1.1072308703385156
n01753488,2927,2,1300,45.03199110623996,2.852207508433139,0.0,2,1300,0.6487535536289211,0.17269060048035376,0.0
n01755581,3036,29,1300,30.61909414361847,13.185660822245525,0.6790851349290287,29,1300,0.7876180043636721,0.35021285521693724,-1.3686837178455813
n01756291,2472,2,1300,45.96250458595768,11.760875828425974,0.0,2,1300,0.5817626565694806,0.3668167720119852,-2.9822836652031395e-16
n01768244,1527,5,1300,56.97235235678475,4.727188279499899,-0.6329926632951944,5,1300,0.8003695368766778,0.13241515946468474,0.3328840969460875
n01770081,1476,3,1300,38.151514505026775,16.68580786278429,-0.6998578658881366,3,1300,0.6320520937442774,0.3833883078940779,-0.1823875588135416
n01770393,2744,20,1300,34.96174529120033,8.387363622236162,0.0762120230419613,20,1300,0.5806369775673372,0.44477549294562174,-0.3446072781424909
n01773157,1790,4,1300,30.17670963786925,8.613336030268773,0.9436007222645152,4,1300,0.7435881569981573,0.2970125769468128,-0.6977503348802921
n01773549,2053,4,1300,39.08054172203305,6.056710318682392,-0.8575521068725585,4,1300,0.36323180794715854,0.08803255045454882,-0.522714693005053
n01773797,2553,1,1300,25.74427179385225,0.0,0.0,1,1300,0.070427648723125,,0.0
n01774384,1641,3,1300,28.251480984603475,1.8395844524505647,-0.6957175059106636,3,1300,0.409739365180333,0.3936539551729302,0.45856761661665435
n01774750,3671,42,1300,27.405006827251267,11.799776370360089,1.0633191674713853,42,1300,0.5744247675119407,0.38996256067572066,-0.2615715473633422
n01775062,2315,4,1300,35.691284824103555,9.999119319176932,1.0958083127108869,4,1300,0.5634716674685475,0.2943603833314034,-0.74423264766716
n01776313,1576,5,1300,42.496309902852616,14.037821591337925,0.03157666948674658,5,1300,0.4215842857956882,0.3157702151794402,0.2141562382599665
n01784675,2570,9,1300,31.380525491779654,15.013396509580275,0.50045619062031,9,1300,0.8717231137884984,0.2712698926274916,-2.0285481573701185
n01795545,1431,3,1300,39.79946367756545,12.82712406090536,0.44263472435182233,3,1300,0.9138073921203608,0.13555259292959881,-0.7068442362301898
n01796340,1822,1,1300,30.6331327308813,0.0,0.0,1,1300,0.9960581064224241,,0.0
n01797886,2548,7,1300,31.788298649242392,8.388257705473201,0.11623143119915368,7,1300,0.6813314003603793,0.3952859410288688,-0.8511927262021926
n01798484,2179,0,1300,,,,0,1300,,,
n01806143,1250,5,1300,30.12184712944255,4.220303077233884,0.674209440306479,5,1300,0.8316635638475413,0.37066017002276136,-1.4999860649318124
n01806567,2106,1,1300,33.478761802834356,0.0,0.0,1,1300,0.596227526664733,,0.0
n01807496,2163,4,1300,27.839618384934596,4.255187226780999,0.695684373874922,4,1300,0.5996923334896561,0.36692741808488255,-0.16817088860109278
n01817953,2439,80,1300,38.16224264841391,12.038905120371954,-0.3377043857722875,80,1300,0.5862984848499758,0.4120840475833091,-0.3554898443940859
n01818515,2364,38,1300,29.626186250679158,11.344293341522201,0.6468146688818244,38,1300,0.6592964653483294,0.4014373132940337,-0.6451647394720029
n01819313,1623,16,1300,31.067952188685272,10.451466022177769,0.18391172746638304,16,1300,0.7591516309184949,0.33853334656982637,-1.3606140616576439
n01820546,2675,26,1300,32.426561795648276,12.852335146571354,0.8514089692178142,26,1300,0.49086002515664706,0.4706632851244741,0.04796077909339187
n01824575,1825,4,1300,50.16754314522652,4.0417344946667555,-0.4233415388218294,4,1300,0.420120377093553,0.30371454728174146,0.32525672820334733
n01828970,1420,2,1300,35.01808123557112,8.184605207937693,0.0,2,1300,0.9702328443527216,0.03538362802404773,0.0
n01829413,2353,29,1300,32.50340309515477,11.234672582543821,0.7819593576213476,29,1300,0.7135068219925818,0.33418594166167803,-1.0406517427385957
n01833805,1767,4,1300,38.130581406390476,5.987259743338616,0.7131072227385482,4,1300,0.6784347295761103,0.4072821697564458,-0.48715233480807574
n01843065,2218,4,1300,38.65384082803719,8.537639043280315,0.009494816984618399,4,1300,0.6978838741779323,0.2514939261434429,-0.022780580199377013
n01843383,2258,13,1300,20.975470820084485,7.221735005471051,0.12255451124326472,13,1300,0.5563957639969881,0.46312736314200936,-0.1850800558325946
n01847000,2014,4,1300,29.374213166273314,3.1388267848814917,0.011205625828723401,4,1300,0.7226127237081525,0.2753670578083299,-0.6647202117621941
n01855032,1466,4,1141,35.54878085635414,7.1647119785739255,-0.31584317824795155,4,1141,0.5619349479675291,0.11884091967360833,0.7452622509383015
n01855672,1805,4,1300,44.824024489018996,16.781840092123435,0.031173891491997698,4,1300,0.4879907518625253,0.38573434356482367,0.3894921287479642
n01860187,1814,4,1300,36.537746944568525,12.145168112306195,0.6370530841212223,4,1300,0.43692700378596727,0.3552560177886103,-0.09582232426104023
n01871265,1636,16,1300,35.61774211773885,9.992749417241276,0.6142355261965741,16,1300,0.5716687304957302,0.4547219508985421,-0.22148806994249545
n01872401,1367,19,1300,25.654395803965826,8.827894758464636,-0.0316387283522523,19,1300,0.7011481373521838,0.39541042917148095,-0.7652058750144771
n01873310,2167,16,1272,31.456356602981693,9.6006925431741,1.1355587460844814,16,1272,0.7610149309039111,0.3584915247530628,-1.0072690542353797
n01877812,2277,62,1300,32.07588073870234,13.27472715143079,0.49550426573666656,62,1300,0.47857032599483373,0.415316642543459,0.15739884030120968
n01882714,3653,67,1300,35.622077809505576,12.914911360671761,0.7340207688854156,67,1300,0.40640542715085876,0.40720715935328855,0.501989363767416
n01883070,1851,110,1300,29.55647914673985,9.867466197976198,1.163944448737446,110,1300,0.5251292371000582,0.42479988623797876,-0.04345354311025712
n01910747,2909,8,1300,25.5686066880519,4.944432920805901,1.2375047200131029,8,1300,0.5659919548779724,0.35255257337412343,-0.24975849158726748
n01914609,6294,3,1300,39.9878550061758,15.334428635922553,0.6743578348933488,3,1300,0.680223921934763,0.025406711233344655,0.4429511843811263
n01917289,4553,5,1300,25.98116310362095,12.279857263749065,0.6031510524080123,5,1300,0.4905625954270357,0.4081124422195271,0.033706949457551864
n01924916,2803,1,1300,22.76666935037241,0.0,0.0,1,1300,0.262646943330764,,0.0
n01930112,1365,1,1300,24.542678271544446,0.0,0.0,1,1300,0.997099637985229,,0.0
n01943899,3850,87,1300,32.14633200165905,13.33515955932226,0.7179774514914639,87,1300,0.6414585922598492,0.4033288922436949,-0.6312697603878958
n01944390,2776,5,1300,33.6711226645818,18.594376708450547,0.38240186743702914,5,1300,0.8537292122840876,0.1848137773232607,-1.3059195064450144
n01945685,2842,3,1300,31.018297821855672,3.7969492561359033,-0.667702116578283,3,1300,0.365501267214616,0.44681486031031925,0.6270071401808588
n01950731,5331,4,1300,24.782897574532914,4.233559488460217,-0.7321892413196344,4,1300,0.6239834390580651,0.37451615081866113,-0.7001741185034381
n01955084,2836,3,1300,43.5018951711337,17.511726551982985,0.4781120780436567,3,1300,0.6288270354270931,0.35929854598274424,0.10861551968693918
n01968897,2097,1,1300,22.131631702177316,0.0,0.0,1,1300,0.994480848312377,,0.0
n01978287,3503,159,1300,33.90382455160337,11.980622479451212,0.3764801360288815,159,1300,0.7069718346787531,0.41215849507623603,-0.8738558989142403
n01978455,3497,14,1300,24.95127574050677,10.985060098944357,0.9253351105724932,14,1300,0.6001469476946758,0.42868316319618693,-0.3916703595542795
n01980166,3191,4,1300,34.57983363423217,14.663804138767622,0.5904437376521294,4,1300,0.4674949636682865,0.4300597090265547,0.27049774350445144
n01981276,4550,243,1300,35.35501074619142,12.113288978018074,0.22253611105909807,243,1300,0.6713656512632343,0.41313121231944927,-0.6981726034287751
n01983481,3623,198,1300,32.76783660818223,12.511241371432185,0.6763432128122343,198,1300,0.6239366188393713,0.42959130965401954,-0.4779887685677394
n01984695,3132,40,1300,36.23057044922231,10.64546710681876,-0.11198897750088287,40,1300,0.7243873031344259,0.4050961393837286,-1.044420284774568
n01985128,3446,117,1300,29.377260864686917,12.346850291107401,0.8301321524527249,117,1300,0.6454586015982375,0.40204022855250615,-0.5516896598447477
n01986214,3163,15,1300,26.30303377463374,11.130860604518345,0.6033282746221911,15,1300,0.5210425994669394,0.43961516048264815,-0.09731337311526313
n01990800,2567,7,1300,27.91436084377015,10.37507637402572,0.6067531086989592,7,1300,0.7612762972712513,0.3559381608626035,-1.1031669324881404
n02002556,1127,2,1300,30.738699550277488,0.5645268769853828,0.0,2,1300,0.523487158119678,0.5221658093281534,0.0
n02002724,1402,2,1300,28.573546424562892,2.729680002699979,0.0,2,1300,0.17961426079273152,0.035856094195854754,-1.663053938192867e-15
n02006656,1727,2,1300,41.71201457644813,15.457182736036913,0.0,2,1300,0.8753750026226035,0.17510291750172383,1.3708387167901674e-15
n02007558,3479,5,1300,55.35452847272363,10.30770864049987,-0.37268423474894685,5,1300,0.6016739937011149,0.47736601205053547,-0.4423484145233584
n02009229,1696,1,1300,29.463100891726754,0.0,0.0,1,1300,0.29547840356826705,,0.0
n02009912,1372,1,1300,14.314228721392283,0.0,0.0,1,1300,0.40333953499794,,0.0
n02011460,1301,0,1300,,,,0,1300,,,
n02012849,1292,2,1300,43.27116181729656,7.568239311814125,0.0,2,1300,0.837222963571548,0.08385726640545768,2.795191918430743e-15
n02013706,1390,0,1300,,,,0,1300,,,
n02017213,1579,2,1300,30.752091847292718,4.943850054728387,0.0,2,1300,0.5444055497646325,0.23871338579157841,9.919222342739923e-16
n02018207,1568,1,1300,53.56026478675403,0.0,0.0,1,1300,0.844883620738983,,0.0
n02018795,1109,1,1300,41.24167705423315,0.0,0.0,1,1300,0.7572742700576781,,0.0
n02025239,1917,1,1300,54.92382585993619,0.0,0.0,1,1300,0.5661406517028801,,0.0
n02027492,1913,2,1300,45.912848917377914,0.49189734898004644,0.0,2,1300,0.5111122429370876,0.003004353802402609,-7.842526553242457e-14
n02028035,1240,0,1300,,,,0,1300,,,
n02033041,1690,5,1300,34.025024811994626,3.8631731505069773,1.3516553064936572,5,1300,0.7475694894790645,0.14110030960217343,-0.03322788439237612
n02037110,1886,0,1300,,,,0,1300,,,
n02051845,1850,3,1300,41.1099257975496,15.049747789178381,-0.6779521663238132,3,1300,0.39689042915900535,0.5060851520643062,0.7066730783683122
n02056570,3661,24,1300,26.806970703693192,9.90492040141624,1.0371109540424732,24,1300,0.694046668630714,0.3583302772606562,-0.8691426040246993
n02058221,1680,5,1300,32.27659823663079,7.822036320528823,0.7743311199068107,5,1300,0.5836316090077157,0.4941984571256379,-0.35420276072175705
n02066245,1191,2,1150,41.42261504313234,4.656541842522586,0.0,2,1150,0.7157893180847166,0.16051475526719336,0.0
n02071294,1100,7,1300,31.840247516772656,3.8023035220084345,0.2903378656180667,7,1300,0.6372674419544632,0.4158889014053812,-0.7180150801285404
n02074367,1569,11,1300,35.13467777449967,14.222100362956951,0.6025481415730285,11,1300,0.5030823751268058,0.41088904588347636,0.1493324916333705
n02077923,2505,39,1300,30.127673348786377,11.045951823717752,0.5879087713086357,39,1300,0.7527770292109401,0.3204987690704204,-1.2278372913962987
n02085620,3638,168,1300,37.10419635958721,13.523738875411643,0.22789935567078062,168,1300,0.4319463879198463,0.3889054792646536,0.28560782828330056
n02085782,1751,20,772,36.49973573287582,15.331061279690767,0.2393029791660696,20,772,0.35330688714748193,0.4097482994117887,0.6003434509853361
n02085936,2754,262,1300,45.62872337051477,13.826121920587164,-0.6474697925173803,262,1300,0.2212320556757498,0.3072335106889138,1.4779659088290327
n02086079,3015,90,1300,41.958347834514036,15.333041432499423,-0.15700305798350375,90,1300,0.3643666199201506,0.3971664277555277,0.623775175047168
n02086240,3321,143,1300,47.20272553572211,14.438204062214151,-0.7873392025894567,143,1300,0.2728450108405811,0.3521757257387469,1.1576447651671224
n02086646,4463,209,1300,43.1222308860943,12.141612202948458,-0.013674281514070474,209,1300,0.15293856826053806,0.2964366253515287,2.096655115331278
n02086910,5029,90,1300,41.123841237611195,12.06001324548073,-0.0624104649539092,90,1300,0.43910799678415013,0.40692008837546395,0.32589491114851077
n02087046,2007,38,860,34.692891292119135,13.853401464852858,0.6989804992996425,38,860,0.45495982772033416,0.43428950821636736,0.16106791185216976
n02087394,2904,191,1300,46.37037562676171,11.319970198453351,-0.5434429727431843,191,1300,0.2433688029834596,0.3535350726404175,1.2571227183373577
n02088094,3880,415,1300,42.3465057959545,12.271965093422203,-0.48082688573670396,415,1300,0.494270640341789,0.43224689674598665,0.05298739194884564
n02088238,3956,156,1300,40.227639448386945,12.899456276374499,-0.30543719796505975,156,1300,0.5110088494048115,0.42754939572606465,-0.057280377244223496
n02088364,3649,300,1300,41.86680453990457,11.307347364090532,-0.37076486531732783,300,1300,0.26764767758276575,0.35575172432818336,1.113119937564234
n02088466,2811,148,1300,35.27878071721263,13.98399556202092,0.13048994190671262,148,1300,0.5297053458760614,0.40901405857968504,-0.0229068536760699
n02088632,2779,76,1136,35.858962530127876,13.061703529641818,-0.09077082842125525,76,1136,0.47609271001266756,0.4097484239279408,0.12137358893897912
n02089078,1489,57,732,41.35892093041755,13.35577585629811,-0.3377324227717275,57,732,0.49473812894307423,0.4175977836759907,0.06495281439892711
n02089867,2677,99,1025,40.70575212476696,11.34038817445903,-0.3612683917384672,99,1025,0.28757282357422986,0.38173241741318104,1.0080894023113205
n02089973,2061,67,754,41.85094764681661,10.760875726833552,-0.1658526900438384,67,754,0.42907980393354195,0.40739025018680225,0.2518876228405092
n02090379,2336,149,1290,39.33026179263532,15.435167751010198,-0.2261061399018633,149,1290,0.4147336385033133,0.4216940619987585,0.35756718532091336
n02090622,3608,188,1300,41.281709575442044,13.760233357998679,-0.17452445357587465,188,1300,0.516839858060306,0.41798718710151056,-0.017917801671788018
n02090721,3441,150,1300,38.42578141408983,13.17944475772496,-0.0014530596718931464,150,1300,0.5363243262764683,0.4191172864709345,-0.10284442200172739
n02091032,3352,136,1300,33.124480312662236,10.106046380385614,0.47867145902318103,136,1300,0.5747467884331636,0.4124321011746516,-0.21399579145828115
n02091134,3138,79,1300,34.17458689966562,10.89130760719924,0.25359877136723646,79,1300,0.6077024921497821,0.42372529421836824,-0.4186723798538188
n02091244,2916,87,1300,34.76181795191883,12.7685782446953,0.11013391964976135,87,1300,0.5628278870296114,0.3961379441704725,-0.1864890429583425
n02091467,2223,51,1300,34.05688711924186,10.902315344891505,0.19940062296612587,51,1300,0.6839833037069466,0.4075058459744713,-0.7120953021557267
n02091635,1582,71,738,44.91778236738849,12.867858581203313,-0.4772397336947813,71,738,0.34945542943617947,0.3914160808098644,0.6310923610525736
n02091831,2636,101,1300,37.62135216916315,11.439909557043274,0.273915303481399,101,1300,0.36374692099818934,0.40264710780904545,0.6492381938116483
n02092002,3016,227,1300,39.53001726506296,13.861431467837436,-0.08955793243334262,227,1300,0.5413903148859194,0.4239909464842214,-0.08930972071616579
n02092339,3463,142,1300,41.042279264028444,13.381973496811488,-0.23136519516637946,142,1300,0.6416243367015158,0.3776668554936564,-0.5786795277987713
n02093256,3069,123,1300,36.71933588732369,12.807201856167058,-0.03694082904299215,123,1300,0.49186179413823605,0.3851731527897481,0.06985129026108801
n02093428,3332,170,1300,42.572203756218975,12.324138221895886,-0.4215281172436389,170,1300,0.4566089857506616,0.4148419670231598,0.1978617960822362
n02093647,2493,92,1258,38.75723872672046,13.998297194642596,0.07370175538753894,92,1258,0.520759748578395,0.4093181172232434,-0.004818981075539463
n02093754,2729,68,1300,40.39036316096602,13.759525697006746,-0.2650842273823678,68,1300,0.4028461946393633,0.4136189181439834,0.44332473764722513
n02093859,2013,125,1273,39.73449769500425,12.106063412367151,0.10325695146936192,125,1273,0.6879314190968867,0.40429248641620846,-0.8049946469407278
n02093991,3047,138,1300,37.5872218022145,14.013548940863926,0.10902817183593556,138,1300,0.3610358355377891,0.4002605014336841,0.7172137523704859
n02094114,2978,101,1300,45.46394240217603,12.323782076843639,-0.6194084198349458,101,1300,0.30368954789280694,0.36978396987790935,0.9398440510460024
n02094258,3359,128,1300,40.14084540542096,13.345795450063532,-0.14185030256783565,128,1300,0.4053373400674896,0.4024617625593371,0.4655552103446292
n02094433,4152,138,1300,42.72895292685528,14.194456426068509,-0.3353196428991836,138,1300,0.1833231370462491,0.32214674175512503,1.8166397477619716
n02095314,2171,50,977,41.521729020673654,14.292783318688173,-0.12868139772449716,50,977,0.5207255123369392,0.4137467886944281,-0.02009794463269778
n02095570,2494,68,1300,40.514098176062454,13.068647589769874,-0.016338074587326532,68,1300,0.4016302447913292,0.43102572737489736,0.4679548207379868
n02095889,1847,74,936,41.9222687512473,12.755945281373755,0.055753511626597224,74,936,0.5776506735962134,0.3989861420695714,-0.24734829428929625
n02096051,3130,96,1300,39.0590833587851,12.201534184173266,-0.2767695740934614,96,1300,0.473941880195828,0.394697834097643,0.1858508839158657
n02096177,2528,61,1300,37.24462442702528,16.21571864187864,-0.11585544458354545,61,1300,0.3894048986849599,0.4090738932111871,0.5651577463657638
n02096294,3243,122,1300,41.928247933353546,14.441007674915292,-0.4556671293372895,122,1300,0.27149905146626313,0.3664684546137202,1.1419460715694196
n02096437,2354,132,1156,52.12852527233944,10.188249072223401,-1.1070568020806095,132,1156,0.3475744183842004,0.3814536748961782,0.7443956783183837
n02096585,3970,97,1300,34.928941506014795,12.306599111681349,0.693001842052483,97,1300,0.5140145175415807,0.4197736458787572,0.0034900162191899894
n02097047,3286,54,1300,38.596452162820505,14.48161867597614,0.00423527894309461,54,1300,0.44040037349245853,0.3801101589376137,0.22615134126225678
n02097130,2305,101,1300,37.493891580804785,14.049024163040567,0.36158328936059736,101,1300,0.5691099552827247,0.43457737647501526,-0.24584350543827116
n02097209,2605,84,1300,38.194419639938545,11.787609343875358,0.46627112492928474,84,1300,0.5070945308876353,0.41679926215340835,-0.011344029005109594
n02097298,2174,73,1300,33.18936688415609,13.13688456390519,0.3737425882560239,73,1300,0.523538782749299,0.43648243046749774,-0.045140295582030844
n02097474,2328,55,1300,44.08427288858198,13.966800433513667,-0.6084958937599116,55,1300,0.24362836343828886,0.3424011130090566,1.2331612683523003
n02097658,2967,102,1300,46.47299709112582,11.920521917008276,-1.1989046222911848,102,1300,0.17161004015189718,0.281217857718209,1.8669276523165463
n02098105,2648,117,1300,41.28961995922425,14.704522368332078,-0.1737485310218646,117,1300,0.5752369638444836,0.41987169526701995,-0.27157936794800913
n02098286,3390,168,1300,38.15282488585829,14.578077306613794,0.18314383580557098,168,1300,0.49005122025430703,0.4057649749051291,0.12813029117203473
